v_primary_V,v_secondary_V,i_load_A,temp_oil_C,temp_winding_C,temp_ambient_C,oil_level_pct,v_ratio_dev_pct,load_pct,delta_temp_C,apparent_power_VA,fault_label,fault_name
218.73,7.84,8.101,53.82,84.34,33.89,89.21,31.344,40.5,30.51,63.47,3,Overcurrent_Short_Circuit
250.0,13.06,3.207,48.58,64.8,37.1,86.26,6.458,16.03,16.22,41.87,4,Voltage_Fault
229.64,12.09,6.194,64.89,88.28,31.53,76.86,0.92,30.97,23.39,74.89,1,Overheating
227.93,11.49,4.955,61.96,98.08,29.92,84.45,3.42,24.77,36.12,56.91,1,Overheating
224.85,11.56,4.841,56.54,101.49,26.95,78.29,1.484,24.21,44.96,55.95,1,Overheating
250.0,13.47,3.032,43.12,67.15,27.75,86.92,2.514,15.16,24.04,40.82,4,Voltage_Fault
250.0,13.56,3.005,43.46,58.8,30.69,82.67,0.228,15.02,15.35,40.74,4,Voltage_Fault
250.0,13.52,2.739,42.72,68.79,32.63,83.63,2.601,13.69,26.07,37.02,4,Voltage_Fault
250.0,13.4,2.966,40.21,68.71,34.99,81.46,0.268,14.83,28.5,39.74,4,Voltage_Fault
220.21,10.48,7.568,55.96,73.08,30.22,84.52,8.779,37.84,17.12,79.32,3,Overcurrent_Short_Circuit
228.81,12.21,6.542,58.15,99.55,33.82,78.93,2.245,32.71,41.4,79.85,1,Overheating
227.42,11.68,2.957,56.98,74.7,35.64,45.98,1.588,14.78,17.71,34.52,2,Low_Oil_Level
210.14,8.21,8.825,52.13,79.08,34.57,87.8,25.14,44.13,26.95,72.43,3,Overcurrent_Short_Circuit
250.0,12.74,2.807,43.02,70.86,34.9,87.7,9.854,14.03,27.85,35.75,4,Voltage_Fault
228.36,11.89,3.426,54.56,73.53,31.46,57.1,0.191,17.13,18.96,40.74,2,Low_Oil_Level
233.31,11.9,5.204,59.13,91.35,31.7,77.35,2.253,26.02,32.22,61.92,1,Overheating
225.02,12.4,3.027,45.91,54.32,32.24,87.06,5.64,15.14,8.41,37.54,0,Normal
212.16,7.39,9.705,53.61,66.73,29.54,84.11,33.275,48.52,13.13,71.68,3,Overcurrent_Short_Circuit
228.62,12.14,5.856,65.88,78.25,31.52,82.61,1.788,29.28,12.37,71.1,1,Overheating
228.09,11.58,2.9,54.6,62.73,31.69,34.89,2.703,14.5,8.13,33.58,2,Low_Oil_Level
227.61,11.94,3.069,42.47,60.44,32.52,87.0,0.509,15.34,17.97,36.63,0,Normal
220.44,10.31,8.584,62.19,76.06,32.29,88.28,10.348,42.92,13.88,88.51,3,Overcurrent_Short_Circuit
219.64,9.14,8.414,58.1,74.09,31.36,89.03,20.222,42.07,15.99,76.92,3,Overcurrent_Short_Circuit
234.69,11.62,3.03,46.9,54.42,28.11,86.36,5.143,15.15,7.52,35.19,0,Normal
232.43,12.19,4.84,51.93,86.49,29.05,81.65,0.486,24.2,34.56,58.98,1,Overheating
229.97,12.28,5.113,69.44,85.61,28.15,80.68,2.373,25.57,16.18,62.81,1,Overheating
186.3,10.11,2.77,42.55,64.76,31.27,85.37,3.978,13.85,22.2,27.99,4,Voltage_Fault
250.0,13.01,2.753,39.83,59.97,36.48,85.56,5.209,13.77,20.15,35.83,4,Voltage_Fault
250.0,13.16,2.767,40.69,55.53,28.68,83.19,1.439,13.84,14.85,36.43,4,Voltage_Fault
197.96,8.77,3.0,44.53,62.47,31.5,81.8,15.125,15.0,17.94,26.3,4,Voltage_Fault
218.88,9.79,9.236,54.58,84.45,33.97,80.22,14.269,46.18,29.87,90.42,3,Overcurrent_Short_Circuit
228.32,12.03,2.952,47.83,73.34,32.15,44.65,0.968,14.76,25.51,35.5,2,Low_Oil_Level
213.07,10.51,9.807,56.88,71.4,31.5,86.0,5.498,49.03,14.52,103.02,3,Overcurrent_Short_Circuit
227.99,12.12,3.249,53.21,62.78,30.76,36.28,1.854,16.24,9.57,39.36,2,Low_Oil_Level
234.57,12.46,2.812,43.53,58.43,33.08,81.92,1.832,14.06,14.89,35.04,0,Normal
220.54,6.74,8.94,50.76,79.32,36.38,94.79,41.405,44.7,28.56,60.28,3,Overcurrent_Short_Circuit
250.0,13.83,3.184,36.48,63.14,30.98,87.45,2.708,15.92,26.66,44.02,4,Voltage_Fault
250.0,13.45,3.089,40.33,68.09,33.54,82.09,0.103,15.45,27.76,41.56,4,Voltage_Fault
227.77,11.47,5.029,51.47,92.93,35.9,76.96,3.486,25.14,41.46,57.68,1,Overheating
214.96,8.6,10.181,57.73,88.28,31.6,89.67,23.306,50.9,30.55,87.57,3,Overcurrent_Short_Circuit
234.63,11.86,4.676,50.55,76.51,27.61,83.28,3.078,23.38,25.96,55.48,1,Overheating
250.0,14.0,2.985,47.16,66.3,32.92,86.42,4.018,14.92,19.15,41.79,4,Voltage_Fault
230.65,12.35,3.136,54.69,69.43,31.64,31.91,2.589,15.68,14.74,38.71,2,Low_Oil_Level
219.77,8.92,7.345,54.59,96.77,30.63,86.44,22.193,36.72,42.18,65.52,3,Overcurrent_Short_Circuit
231.44,11.87,3.069,45.58,54.93,32.98,80.68,1.683,15.34,9.35,36.43,0,Normal
225.77,11.58,5.962,62.44,87.23,31.67,83.31,1.694,29.81,24.79,69.04,1,Overheating
215.81,8.13,11.522,54.19,80.82,29.43,94.01,27.818,57.61,26.63,93.64,3,Overcurrent_Short_Circuit
236.48,11.89,5.704,69.45,78.88,33.97,85.42,3.608,28.52,9.43,67.84,1,Overheating
223.18,12.29,4.879,64.89,88.27,31.57,86.58,5.549,24.4,23.38,59.97,1,Overheating
230.91,11.67,3.031,48.98,67.26,29.35,46.18,3.133,15.15,18.29,35.37,2,Low_Oil_Level
206.74,9.5,8.003,54.25,95.58,30.45,81.21,11.961,40.01,41.33,76.0,3,Overcurrent_Short_Circuit
236.03,11.88,3.184,44.99,52.91,31.03,81.03,3.556,15.92,7.92,37.82,0,Normal
231.48,12.59,2.858,57.8,67.4,29.66,47.94,4.232,14.29,9.6,35.98,2,Low_Oil_Level
231.38,11.57,6.465,64.43,84.13,31.75,85.66,4.181,32.33,19.69,74.79,1,Overheating
231.99,12.08,4.88,66.13,78.64,34.42,75.78,0.221,24.4,12.5,58.93,1,Overheating
229.94,11.84,2.945,42.24,55.91,27.92,91.44,1.342,14.72,13.67,34.85,0,Normal
231.64,12.24,6.04,69.9,86.75,32.59,80.02,1.253,30.2,16.85,73.91,1,Overheating
229.27,12.32,3.211,51.9,73.48,30.56,54.34,3.002,16.06,21.59,39.57,2,Low_Oil_Level
221.25,9.12,8.152,54.62,83.12,34.88,83.19,20.954,40.76,28.5,74.38,3,Overcurrent_Short_Circuit
225.46,11.99,5.541,71.68,93.54,32.58,83.31,1.953,27.71,21.86,66.45,1,Overheating
224.17,9.46,7.985,58.1,84.17,29.18,80.45,19.103,39.93,26.07,75.55,3,Overcurrent_Short_Circuit
250.0,13.75,3.087,38.59,60.62,33.73,80.72,0.17,15.44,22.02,42.45,4,Voltage_Fault
250.0,13.14,2.686,37.83,62.22,29.76,85.3,4.291,13.43,24.38,35.3,4,Voltage_Fault
216.98,8.88,11.163,56.18,93.82,32.51,87.73,21.556,55.82,37.64,99.13,3,Overcurrent_Short_Circuit
232.9,11.69,5.408,51.7,97.71,34.14,80.7,3.776,27.04,46.0,63.23,1,Overheating
215.16,8.71,9.267,55.39,86.37,31.27,88.15,22.418,46.33,30.98,80.71,3,Overcurrent_Short_Circuit
230.23,11.94,2.772,46.77,58.02,32.64,83.67,0.632,13.86,11.25,33.09,0,Normal
215.67,7.37,8.907,60.77,71.05,34.69,80.39,34.535,44.54,10.28,65.61,3,Overcurrent_Short_Circuit
214.1,8.82,11.443,49.19,89.43,29.07,81.51,21.012,57.22,40.24,100.97,3,Overcurrent_Short_Circuit
233.29,12.22,2.866,54.24,72.37,26.45,48.54,0.429,14.33,18.13,35.03,2,Low_Oil_Level
220.36,7.21,8.936,55.52,84.84,35.35,87.63,37.307,44.68,29.31,64.41,3,Overcurrent_Short_Circuit
233.22,11.6,5.952,69.44,84.59,36.82,77.81,4.654,29.76,15.15,69.05,1,Overheating
235.26,11.7,6.679,69.45,100.92,32.42,87.05,4.714,33.39,31.47,78.11,1,Overheating
229.02,12.2,6.126,55.2,91.7,29.2,83.97,2.108,30.63,36.5,74.75,1,Overheating
210.51,10.24,10.732,58.54,80.07,34.0,86.19,6.778,53.66,21.53,109.88,3,Overcurrent_Short_Circuit
221.08,8.86,7.746,59.53,82.76,29.21,87.09,23.173,38.73,23.23,68.65,3,Overcurrent_Short_Circuit
212.61,7.39,7.916,59.37,70.72,26.93,88.48,33.417,39.58,11.36,58.46,3,Overcurrent_Short_Circuit
231.93,12.26,4.748,66.59,95.9,30.41,81.28,1.301,23.74,29.31,58.2,1,Overheating
232.01,11.8,3.04,38.58,51.95,31.45,82.31,2.48,15.2,13.38,35.88,0,Normal
235.08,11.94,2.803,55.37,76.56,31.35,41.15,2.621,14.02,21.19,33.48,2,Low_Oil_Level
227.04,12.07,2.99,41.62,59.6,36.26,81.7,1.912,14.95,17.98,36.1,0,Normal
235.75,11.78,5.351,58.73,83.29,28.02,81.13,4.25,26.75,24.56,63.02,1,Overheating
250.0,13.94,3.006,46.85,66.53,33.09,87.24,4.266,15.03,19.68,41.92,4,Voltage_Fault
230.54,11.74,2.689,55.99,68.35,34.56,44.58,2.359,13.45,12.36,31.58,2,Low_Oil_Level
224.83,12.52,3.124,40.25,54.68,32.19,86.44,6.741,15.62,14.43,39.12,0,Normal
223.29,10.07,10.182,59.41,85.04,31.89,86.7,13.553,50.91,25.63,102.55,3,Overcurrent_Short_Circuit
226.79,11.89,2.828,44.74,59.16,34.08,88.25,0.478,14.14,14.42,33.62,0,Normal
228.04,11.77,2.8,39.8,63.78,28.1,86.93,1.082,14.0,23.98,32.96,0,Normal
250.0,12.25,2.894,40.91,57.95,33.62,88.44,7.813,14.47,17.03,35.45,4,Voltage_Fault
231.56,12.0,2.846,38.54,56.23,31.88,87.7,0.711,14.23,17.69,34.13,0,Normal
250.0,13.63,2.853,43.52,67.72,33.38,89.66,1.91,14.27,24.2,38.88,4,Voltage_Fault
234.52,12.0,6.886,68.08,88.86,32.19,89.69,1.955,34.43,20.78,82.6,1,Overheating
231.44,12.27,2.988,57.56,73.34,26.71,48.43,1.579,14.94,15.78,36.65,2,Low_Oil_Level
250.0,12.81,2.943,40.84,64.89,32.15,83.85,4.27,14.72,24.05,37.71,4,Voltage_Fault
213.06,7.68,10.742,64.52,70.18,33.27,83.61,30.894,53.71,5.66,82.52,3,Overcurrent_Short_Circuit
232.85,12.25,2.885,46.89,77.82,28.81,32.49,0.873,14.43,30.93,35.36,2,Low_Oil_Level
250.0,13.95,3.078,39.5,70.69,30.01,89.69,4.386,15.39,31.19,42.95,4,Voltage_Fault
204.35,10.06,2.849,44.67,62.44,35.8,87.26,5.642,14.25,17.76,28.66,4,Voltage_Fault
245.06,13.51,3.013,48.61,65.19,33.77,86.51,5.675,15.07,16.58,40.71,4,Voltage_Fault
218.92,8.43,10.159,54.22,85.57,29.28,82.36,26.208,50.79,31.35,85.62,3,Overcurrent_Short_Circuit
229.98,11.83,2.998,41.02,56.58,30.97,85.32,1.369,14.99,15.56,35.48,0,Normal
234.64,12.24,2.835,41.98,52.25,31.16,90.8,0.034,14.17,10.27,34.69,0,Normal
232.13,11.77,5.024,71.08,89.14,28.13,82.71,2.778,25.12,18.06,59.16,1,Overheating
177.43,8.6,3.232,41.54,56.02,29.45,86.18,7.153,16.16,14.48,27.78,4,Voltage_Fault
250.0,12.71,3.086,43.07,65.52,32.89,90.05,2.652,15.43,22.45,39.21,4,Voltage_Fault
229.75,11.56,3.059,57.51,62.78,31.87,30.9,3.593,15.3,5.26,35.36,2,Low_Oil_Level
172.31,8.43,2.951,38.4,59.52,29.5,87.84,6.248,14.75,21.11,24.87,4,Voltage_Fault
228.22,12.21,3.442,42.97,57.76,29.37,88.81,2.533,17.21,14.79,42.03,0,Normal
230.09,11.83,2.968,51.97,65.77,31.66,45.52,1.489,14.84,13.81,35.1,2,Low_Oil_Level
227.97,11.86,2.881,51.01,73.32,34.36,34.11,0.323,14.41,22.31,34.16,2,Low_Oil_Level
225.67,11.96,6.363,58.79,102.53,29.84,73.29,1.549,31.81,43.74,76.08,1,Overheating
229.39,12.16,5.846,57.11,85.4,34.36,84.84,1.632,29.23,28.29,71.11,1,Overheating
227.15,11.62,6.673,58.26,91.35,33.26,80.16,1.959,33.36,33.09,77.53,1,Overheating
229.79,11.77,6.023,50.49,92.92,27.58,73.79,1.823,30.11,42.43,70.89,1,Overheating
214.87,10.06,7.753,61.62,83.3,31.57,83.08,10.282,38.77,21.67,77.98,3,Overcurrent_Short_Circuit
230.98,11.63,6.019,68.16,89.85,34.04,82.76,3.473,30.1,21.69,70.02,1,Overheating
250.0,13.86,2.844,40.47,61.99,34.62,85.64,2.262,14.22,21.52,39.4,4,Voltage_Fault
232.15,11.83,2.974,41.71,52.75,31.14,80.98,2.371,14.87,11.05,35.17,0,Normal
227.83,12.29,2.949,48.95,73.82,35.65,35.34,3.352,14.75,24.87,36.23,2,Low_Oil_Level
220.84,7.59,9.092,67.5,74.24,33.26,81.86,34.141,45.46,6.74,68.99,3,Overcurrent_Short_Circuit
229.72,12.0,2.88,49.58,74.71,32.16,31.37,0.157,14.4,25.12,34.57,2,Low_Oil_Level
225.37,11.85,2.923,47.28,68.13,34.48,32.1,0.8,14.61,20.85,34.64,2,Low_Oil_Level
218.0,7.41,8.982,58.08,95.66,31.88,89.64,34.833,44.91,37.58,66.57,3,Overcurrent_Short_Circuit
216.82,8.04,9.608,67.8,89.01,30.2,92.17,28.895,48.04,21.21,77.29,3,Overcurrent_Short_Circuit
223.14,11.58,2.989,52.94,71.88,32.96,49.15,0.501,14.95,18.94,34.63,2,Low_Oil_Level
213.21,10.08,10.645,54.19,74.49,28.75,83.3,9.379,53.23,20.3,107.31,3,Overcurrent_Short_Circuit
234.96,11.9,2.912,45.72,62.49,33.84,43.27,2.931,14.56,16.77,34.65,2,Low_Oil_Level
230.31,11.86,6.94,61.73,80.09,31.63,80.98,1.334,34.7,18.36,82.28,1,Overheating
233.71,11.76,5.404,55.93,100.88,32.8,79.47,3.523,27.02,44.95,63.57,1,Overheating
229.48,11.91,4.679,68.27,82.37,28.6,83.01,0.551,23.4,14.1,55.72,1,Overheating
181.19,8.69,3.2,44.35,55.18,35.8,83.39,8.083,16.0,10.83,27.81,4,Voltage_Fault
221.55,10.82,10.88,60.11,78.27,31.79,83.19,6.408,54.4,18.16,117.71,3,Overcurrent_Short_Circuit
235.6,11.79,2.944,38.29,57.11,32.34,84.52,4.055,14.72,18.82,34.72,0,Normal
228.02,11.62,2.936,56.95,71.17,25.85,31.85,2.307,14.68,14.22,34.13,2,Low_Oil_Level
231.33,12.2,5.192,68.55,80.13,33.81,81.07,1.057,25.96,11.58,63.33,1,Overheating
230.39,12.96,3.1,44.2,53.76,25.62,84.99,7.801,15.5,9.56,40.17,0,Normal
225.49,12.14,2.902,41.89,60.56,35.4,82.99,3.153,14.51,18.66,35.22,0,Normal
232.55,11.99,5.864,52.0,99.63,28.69,80.44,1.217,29.32,47.63,70.28,1,Overheating
250.0,14.02,2.907,42.89,65.09,34.5,87.08,0.129,14.54,22.21,40.76,4,Voltage_Fault
234.82,12.01,6.241,56.49,103.64,33.24,77.14,1.967,31.2,47.15,74.96,1,Overheating
250.0,13.09,2.888,40.79,58.67,29.74,84.78,0.246,14.44,17.88,37.79,4,Voltage_Fault
250.0,13.39,2.871,42.91,57.65,32.93,85.26,0.579,14.35,14.75,38.45,4,Voltage_Fault
250.0,13.79,2.934,45.98,66.4,35.81,83.21,3.161,14.67,20.41,40.45,4,Voltage_Fault
181.42,9.33,3.046,41.48,72.89,32.4,85.34,1.466,15.23,31.41,28.41,4,Voltage_Fault
229.96,12.46,2.956,44.74,57.73,30.65,88.95,3.843,14.78,12.98,36.83,0,Normal
235.82,12.05,3.227,54.03,68.6,34.25,42.4,2.097,16.14,14.57,38.87,2,Low_Oil_Level
227.17,12.3,2.852,57.01,79.95,34.24,41.72,3.756,14.26,22.95,35.07,2,Low_Oil_Level
227.75,11.91,3.133,46.11,71.81,32.64,49.78,0.189,15.67,25.7,37.3,2,Low_Oil_Level
235.65,12.28,3.013,36.07,51.45,29.65,86.1,0.153,15.06,15.39,36.98,0,Normal
228.02,11.94,5.684,70.92,95.78,30.01,80.27,0.37,28.42,24.86,67.87,1,Overheating
234.87,11.92,3.067,54.44,72.1,29.84,52.55,2.716,15.34,17.66,36.57,2,Low_Oil_Level
195.13,8.39,2.998,42.87,64.39,30.67,81.14,17.596,14.99,21.51,25.15,4,Voltage_Fault
221.26,8.72,11.251,52.26,90.35,31.89,84.56,24.477,56.26,38.09,98.09,3,Overcurrent_Short_Circuit
231.4,12.25,6.609,68.37,85.27,29.29,85.12,1.446,33.04,16.9,80.94,1,Overheating
249.15,14.08,2.902,42.58,63.1,29.96,87.73,8.346,14.51,20.51,40.87,4,Voltage_Fault
250.0,13.13,3.017,44.54,57.9,31.26,82.75,6.944,15.09,13.36,39.61,4,Voltage_Fault
237.9,12.41,2.932,36.09,56.18,29.39,77.85,0.001,14.66,20.09,36.4,0,Normal
230.3,11.69,2.966,45.84,56.39,28.9,76.89,2.687,14.83,10.55,34.68,0,Normal
215.7,9.95,9.933,52.8,94.5,36.92,91.19,11.619,49.66,41.7,98.8,3,Overcurrent_Short_Circuit
229.96,12.12,3.071,43.36,50.4,33.83,86.51,1.016,15.36,7.03,37.23,0,Normal
225.79,11.3,3.07,44.55,65.39,32.96,25.79,4.039,15.35,20.84,34.7,2,Low_Oil_Level
227.67,11.69,5.018,57.45,90.69,33.77,86.65,1.595,25.09,33.25,58.66,1,Overheating
231.55,11.72,2.621,39.01,61.42,27.58,82.0,2.974,13.1,22.4,30.72,0,Normal
236.37,12.36,6.652,69.65,93.66,33.86,84.15,0.245,33.26,24.01,82.24,1,Overheating
211.39,10.42,6.964,67.15,82.87,26.73,88.53,5.546,34.82,15.72,72.55,3,Overcurrent_Short_Circuit
215.41,10.26,11.331,50.59,76.11,30.58,87.67,8.751,56.66,25.52,116.2,3,Overcurrent_Short_Circuit
227.23,11.98,2.949,53.53,66.47,30.75,38.07,1.021,14.74,12.93,35.31,2,Low_Oil_Level
231.83,12.23,2.844,38.48,51.09,37.25,84.2,1.095,14.22,12.6,34.77,0,Normal
212.05,7.66,6.978,54.84,77.2,29.57,86.95,30.762,34.89,22.36,53.45,3,Overcurrent_Short_Circuit
224.41,11.93,3.142,58.2,75.19,33.54,30.3,1.91,15.71,16.99,37.49,2,Low_Oil_Level
232.04,12.66,3.151,41.88,55.03,34.39,83.11,4.599,15.76,13.15,39.9,0,Normal
231.41,11.92,2.965,43.77,58.8,30.7,84.12,1.232,14.83,15.02,35.36,0,Normal
231.39,12.24,3.12,58.84,72.94,29.48,52.77,1.424,15.6,14.1,38.21,2,Low_Oil_Level
196.63,10.14,3.247,39.0,53.91,29.19,79.11,1.179,16.24,14.9,32.92,4,Voltage_Fault
230.36,11.9,3.122,41.33,57.16,31.49,83.69,0.962,15.61,15.83,37.16,0,Normal
227.33,12.23,3.148,39.16,48.83,32.77,82.35,3.093,15.74,9.67,38.49,0,Normal
232.51,11.99,2.894,42.99,50.84,36.22,85.84,1.146,14.47,7.85,34.7,0,Normal
228.28,11.78,3.036,49.16,73.94,30.33,49.84,1.054,15.18,24.78,35.78,2,Low_Oil_Level
231.89,11.54,3.109,46.88,69.4,35.2,34.85,4.608,15.55,22.52,35.88,2,Low_Oil_Level
231.7,11.95,2.89,49.77,65.11,32.65,44.81,1.156,14.45,15.33,34.53,2,Low_Oil_Level
226.62,11.98,2.999,43.19,52.95,32.23,91.59,1.292,15.0,9.76,35.92,0,Normal
234.82,11.93,3.36,53.99,74.2,31.99,37.31,2.599,16.8,20.21,40.09,2,Low_Oil_Level
234.92,12.15,5.248,52.88,97.11,31.03,87.31,0.901,26.24,44.23,63.75,1,Overheating
224.19,9.27,8.32,59.2,92.84,33.38,84.63,20.753,41.6,33.64,77.12,3,Overcurrent_Short_Circuit
229.83,12.26,6.354,65.24,84.27,33.76,81.11,2.271,31.77,19.03,77.92,1,Overheating
172.09,7.82,3.118,38.86,63.71,28.7,85.95,12.959,15.59,24.85,24.37,4,Voltage_Fault
214.36,9.45,9.089,63.4,78.95,34.57,84.62,15.51,45.45,15.55,85.89,3,Overcurrent_Short_Circuit
214.9,9.91,7.276,56.43,75.64,35.34,87.57,11.63,36.38,19.21,72.09,3,Overcurrent_Short_Circuit
230.71,11.86,6.415,61.55,96.86,32.55,80.46,1.45,32.07,35.31,76.09,1,Overheating
229.48,12.01,5.22,64.41,88.37,34.36,76.87,0.284,26.1,23.96,62.68,1,Overheating
229.04,10.6,8.196,54.96,97.69,29.14,80.77,11.331,40.98,42.73,86.85,3,Overcurrent_Short_Circuit
233.6,12.22,2.866,44.88,58.17,32.08,84.93,0.271,14.33,13.29,35.02,0,Normal
216.8,8.07,7.764,52.31,85.65,29.66,84.29,28.632,38.82,33.34,62.68,3,Overcurrent_Short_Circuit
250.0,13.45,2.955,40.15,63.62,27.17,82.56,2.273,14.78,23.47,39.75,4,Voltage_Fault
233.66,12.26,3.128,54.27,66.87,32.28,48.08,0.585,15.64,12.6,38.36,2,Low_Oil_Level
229.08,12.46,5.0,59.49,93.45,29.38,73.9,4.26,25.0,33.95,62.31,1,Overheating
231.76,11.73,3.13,54.26,70.78,33.87,47.05,3.032,15.65,16.51,36.7,2,Low_Oil_Level
227.53,11.99,4.772,55.19,91.17,29.3,87.2,1.039,23.86,35.98,57.24,1,Overheating
250.0,13.55,3.076,42.11,60.64,34.48,84.62,0.888,15.38,18.52,41.67,4,Voltage_Fault
210.11,9.58,8.346,56.25,82.86,29.66,83.16,12.609,41.73,26.61,79.95,3,Overcurrent_Short_Circuit
228.68,12.41,5.68,58.45,76.36,34.72,82.71,4.056,28.4,17.91,70.52,1,Overheating
247.63,12.3,2.908,44.54,65.99,28.69,86.07,4.793,14.54,21.45,35.77,4,Voltage_Fault
234.21,12.16,2.86,52.66,69.34,30.36,52.84,0.477,14.3,16.68,34.78,2,Low_Oil_Level
249.46,14.02,2.968,42.62,59.98,27.74,81.51,7.687,14.84,17.36,41.59,4,Voltage_Fault
229.49,12.08,6.888,57.74,83.17,26.91,80.35,0.878,34.44,25.43,83.2,1,Overheating
226.49,11.73,5.991,56.8,76.8,32.21,77.1,0.749,29.95,20.0,70.26,1,Overheating
226.36,11.41,3.1,43.43,59.15,31.98,80.76,3.409,15.5,15.72,35.37,0,Normal
231.2,11.65,5.627,68.38,68.64,34.78,85.92,3.446,28.14,0.26,65.54,1,Overheating
221.5,7.57,7.116,52.32,75.03,34.44,84.47,34.484,35.58,22.71,53.88,3,Overcurrent_Short_Circuit
200.9,10.47,3.0,40.18,64.32,28.88,89.05,0.121,15.0,24.14,31.41,4,Voltage_Fault
213.89,9.7,8.522,68.49,81.29,35.09,82.59,13.098,42.61,12.8,82.64,3,Overcurrent_Short_Circuit
225.37,11.68,2.982,52.05,70.46,32.36,31.87,0.628,14.91,18.41,34.84,2,Low_Oil_Level
230.63,12.44,7.088,66.4,79.45,37.69,81.68,3.412,35.44,13.05,88.19,1,Overheating
231.35,12.19,6.18,65.74,81.37,30.35,86.09,1.016,30.9,15.63,75.35,1,Overheating
227.63,12.03,3.106,37.88,53.19,31.2,77.86,1.328,15.53,15.3,37.37,0,Normal
231.41,11.94,6.643,69.21,72.47,29.89,80.18,1.068,33.22,3.26,79.35,1,Overheating
230.39,11.79,3.099,58.5,71.19,33.46,57.62,1.903,15.49,12.69,36.54,2,Low_Oil_Level
223.92,12.28,6.848,68.21,73.37,29.73,80.5,5.144,34.24,5.16,84.12,1,Overheating
231.87,11.64,3.104,38.72,61.8,33.19,89.18,3.807,15.52,23.07,36.13,0,Normal
229.31,12.36,3.002,44.35,48.53,35.62,88.32,3.28,15.01,4.18,37.1,0,Normal
230.44,12.48,3.259,44.13,50.52,34.7,81.62,3.798,16.29,6.39,40.67,0,Normal
224.81,8.77,10.331,58.66,72.21,36.17,81.96,25.239,51.65,13.55,90.59,3,Overcurrent_Short_Circuit
229.87,12.0,5.267,60.15,97.31,31.23,82.03,0.023,26.34,37.17,63.18,1,Overheating
233.18,12.16,7.083,60.04,105.95,30.92,85.69,0.055,35.42,45.91,86.13,1,Overheating
250.0,14.17,3.074,38.32,52.92,31.68,87.2,2.387,15.37,14.6,43.57,4,Voltage_Fault
250.0,13.64,2.987,44.77,61.8,29.14,89.92,1.085,14.94,17.03,40.74,4,Voltage_Fault
250.0,14.26,2.993,43.63,56.23,27.02,79.52,4.122,14.97,12.6,42.68,4,Voltage_Fault
193.89,10.23,3.057,40.55,50.94,28.6,85.57,1.123,15.29,10.39,31.28,4,Voltage_Fault
229.69,12.04,7.133,72.44,84.19,39.42,85.32,0.473,35.66,11.75,85.88,1,Overheating
214.96,7.03,9.315,68.61,83.36,27.28,87.62,37.297,46.58,14.76,65.51,3,Overcurrent_Short_Circuit
234.27,12.07,3.052,52.04,79.47,29.46,31.63,1.281,15.26,27.43,36.83,2,Low_Oil_Level
231.41,12.58,6.538,71.21,90.54,30.1,85.62,4.176,32.69,19.34,82.23,1,Overheating
249.55,13.91,3.169,44.13,67.89,31.91,84.48,6.832,15.85,23.76,44.09,4,Voltage_Fault
230.1,11.71,6.222,66.31,87.93,34.89,88.15,2.418,31.11,21.62,72.88,1,Overheating
231.93,12.44,6.264,64.45,77.47,34.08,81.63,2.834,31.32,13.02,77.94,1,Overheating
250.0,12.73,3.079,40.75,67.56,29.73,82.65,7.561,15.4,26.81,39.2,4,Voltage_Fault
233.9,12.33,5.047,61.49,87.98,32.4,80.15,1.057,25.24,26.49,62.24,1,Overheating
233.54,12.04,6.016,59.78,78.11,28.38,83.39,1.153,30.08,18.33,72.46,1,Overheating
230.59,11.53,5.105,58.15,95.91,30.99,77.67,4.123,25.52,37.76,58.88,1,Overheating
227.32,12.27,2.918,44.43,53.32,31.42,81.09,3.445,14.59,8.89,35.79,0,Normal
230.75,11.78,2.961,53.05,74.51,31.67,37.28,2.133,14.8,21.46,34.88,2,Low_Oil_Level
225.25,11.77,3.082,43.7,56.56,32.6,89.68,0.137,15.41,12.85,36.26,0,Normal
250.0,13.25,3.027,42.08,64.58,26.15,83.58,0.147,15.13,22.5,40.1,4,Voltage_Fault
197.4,10.15,2.897,46.57,65.37,31.33,84.87,1.45,14.49,18.8,29.41,4,Voltage_Fault
232.98,12.26,4.942,58.36,91.97,29.77,81.49,0.871,24.71,33.61,60.6,1,Overheating
250.0,14.17,3.122,45.79,62.43,31.14,89.09,6.776,15.61,16.64,44.24,4,Voltage_Fault
226.47,11.87,5.244,65.43,89.66,31.61,80.11,0.462,26.22,24.23,62.25,1,Overheating
233.72,11.98,3.05,49.61,78.87,32.65,46.68,1.727,15.25,29.27,36.55,2,Low_Oil_Level
231.86,12.13,3.006,52.57,74.62,32.63,30.11,0.298,15.03,22.05,36.47,2,Low_Oil_Level
192.68,10.05,2.919,43.22,57.41,29.6,86.52,0.059,14.59,14.19,29.33,4,Voltage_Fault
224.83,12.06,5.998,63.77,87.02,32.48,73.84,2.78,29.99,23.25,72.32,1,Overheating
230.83,11.77,2.875,38.99,54.3,33.37,86.01,2.238,14.37,15.31,33.85,0,Normal
232.57,12.28,5.011,63.69,100.54,30.91,77.38,1.228,25.05,36.84,61.55,1,Overheating
250.0,13.83,3.015,41.17,62.38,30.77,83.79,2.35,15.08,21.22,41.7,4,Voltage_Fault
228.32,12.57,5.784,56.74,87.26,29.7,86.63,5.551,28.92,30.52,72.72,1,Overheating
